GarageCars,SalePrice
2,190000.0
1,189950.0
2,189000.0
2,189000.0
2,189000.0
2,189000.0
2,189000.0
2,189000.0
1,188700.0
2,188500.0
2,188000.0
2,188000.0
2,188000.0
2,187750.0
2,187500.0
2,187500.0
2,187500.0
2,187500.0
2,187500.0
2,187500.0
2,187100.0
2,187000.0
2,187000.0
2,187000.0
3,186700.0
2,186500.0
2,186500.0
2,186000.0
2,185900.0
2,185850.0
2,185750.0
2,185500.0
2,185000.0
2,185000.0
2,185000.0
2,185000.0
2,185000.0
2,185000.0
2,185000.0
2,185000.0
2,185000.0
2,185000.0
2,184900.0
3,184750.0
2,184100.0
2,184000.0
2,184000.0
1,184000.0
2,184000.0
2,183900.0
2,183500.0
2,183200.0
2,183000.0
2,182900.0
2,182000.0
2,181900.0
2,181500.0
2,181134.0
2,181000.0
2,181000.0
2,181000.0
2,181000.0
2,181000.0
2,181000.0
2,181000.0
2,180500.0
2,180500.0
2,180500.0
2,180500.0
2,180000.0
2,180000.0
2,180000.0
2,180000.0
2,180000.0
2,180000.0
2,180000.0
2,180000.0
2,180000.0
2,180000.0
2,179900.0
2,179900.0
2,179900.0
2,179900.0
2,179900.0
2,179665.0
2,179600.0
2,179540.0
1,179500.0
2,179400.0
2,179200.0
2,179200.0
2,179000.0
0,179000.0
2,179000.0
2,178900.0
2,178740.0
2,178400.0
2,178000.0
2,178000.0
2,178000.0
2,178000.0
2,178000.0
2,178000.0
2,178000.0
2,177500.0
1,177500.0
2,177500.0
2,177000.0
2,177000.0
1,177000.0
1,177000.0
2,177000.0
2,176500.0
2,176500.0
2,176485.0
2,176432.0
2,176000.0
2,176000.0
2,176000.0
2,176000.0
2,176000.0
2,176000.0
2,176000.0
2,176000.0
2,175900.0
3,175900.0
2,175500.0
2,175500.0
2,175500.0
2,175000.0
2,175000.0
2,175000.0
2,175000.0
2,175000.0
2,175000.0
1,175000.0
2,175000.0
2,175000.0
2,174900.0
1,174500.0
2,174000.0
2,174000.0
2,174000.0
2,174000.0
3,174000.0
2,174000.0
2,174000.0
2,173900.0
2,173733.0
2,173500.0
2,173000.0
2,173000.0
2,173000.0
2,173000.0
2,173000.0
2,173000.0
2,173000.0
2,172785.0
2,172500.0
2,172500.0
3,172500.0
2,172500.0
2,172500.0
2,172400.0
2,172000.0
2,171900.0
2,171750.0
2,171500.0
3,171000.0
2,171000.0
2,171000.0
1,171000.0
2,171000.0
1,170000.0
2,170000.0
2,170000.0
2,170000.0
2,170000.0
2,170000.0
2,170000.0
2,170000.0
2,169990.0
3,169900.0
1,169500.0
1,169500.0
2,169000.0
2,169000.0
1,169000.0
2,168500.0
2,168500.0
2,168500.0
2,168000.0
2,168000.0
2,168000.0
4,168000.0
2,167900.0
2,167900.0
2,167500.0
2,167500.0
2,167500.0
2,167240.0
2,167000.0
2,167000.0
2,167000.0
2,167000.0
2,166000.0
2,166000.0
2,165600.0
2,165500.0
2,165500.0
1,165500.0
2,165400.0
2,165150.0
1,165000.0
2,165000.0
2,165000.0
1,165000.0
2,165000.0
1,165000.0
2,165000.0
2,165000.0
2,164990.0
1,164900.0
2,164700.0
2,164500.0
2,164500.0
2,164000.0
1,164000.0
2,164000.0
2,163990.0
2,163900.0
2,163500.0
2,163500.0
2,163000.0
2,163000.0
2,163000.0
2,163000.0
2,162900.0
2,162900.0
2,162500.0
2,162000.0
2,162000.0
2,162000.0
2,162000.0
1,161750.0
2,161500.0
1,161500.0
1,161000.0
2,161000.0
2,160200.0
2,160000.0
2,160000.0
2,160000.0
1,160000.0
1,160000.0
2,160000.0
0,160000.0
1,160000.0
2,160000.0
2,160000.0
2,160000.0
2,160000.0
2,159950.0
2,159895.0
2,159500.0
2,159500.0
2,159500.0
1,159434.0
2,159000.0
2,159000.0
2,159000.0
2,159000.0
2,158900.0
1,158500.0
2,158000.0
1,158000.0
2,158000.0
1,158000.0
2,158000.0
1,158000.0
1,157900.0
1,157900.0
2,157500.0
2,157500.0
1,157000.0
1,157000.0
2,157000.0
2,157000.0
2,157000.0
2,157000.0
2,156932.0
2,156500.0
2,156000.0
2,156000.0
2,156000.0
2,156000.0
2,155900.0
2,155835.0
2,155000.0
2,155000.0
1,155000.0
2,155000.0
1,155000.0
1,155000.0
2,155000.0
2,155000.0
2,155000.0
2,155000.0
2,155000.0
2,155000.0
2,155000.0
2,155000.0
1,154900.0
1,154500.0
2,154300.0
1,154000.0
2,154000.0
2,154000.0
2,154000.0
1,154000.0
2,153900.0
3,153900.0
1,153575.0
2,153500.0
2,153500.0
2,153500.0
2,153337.0
2,153000.0
1,153000.0
1,153000.0
1,152000.0
1,152000.0
2,152000.0
2,152000.0
2,152000.0
2,152000.0
1,151500.0
2,151400.0
2,151000.0
2,151000.0
2,151000.0
2,151000.0
2,151000.0
2,150900.0
2,150750.0
2,150500.0
2,150000.0
2,150000.0
1,150000.0
0,150000.0
2,149900.0
1,149900.0
2,149900.0
2,149900.0
2,149700.0
2,149500.0
2,149500.0
1,149350.0
2,149300.0
2,149000.0
2,149000.0
1,149000.0
1,149000.0
2,148800.0
2,148500.0
2,148500.0
2,148500.0
1,148000.0
1,148000.0
2,148000.0
2,148000.0
2,148000.0
2,148000.0
2,148000.0
1,147500.0
2,147400.0
1,147000.0
1,147000.0
2,147000.0
0,147000.0
2,147000.0
2,147000.0
2,147000.0
2,147000.0
3,147000.0
2,146800.0
1,146500.0
2,146000.0
2,146000.0
2,146000.0
0,145900.0
1,145500.0
1,145250.0
2,145000.0
2,145000.0
1,145000.0
1,145000.0
2,145000.0
1,145000.0
2,145000.0
3,145000.0
2,145000.0
2,145000.0
2,145000.0
1,145000.0
1,145000.0
2,145000.0
2,144900.0
2,144500.0
1,144500.0
2,144152.0
1,144000.0
2,144000.0
2,144000.0
2,144000.0
1,144000.0
2,144000.0
1,144000.0
1,144000.0
2,144000.0
1,144000.0
1,143900.0
2,143750.0
2,143500.0
1,143500.0
2,143250.0
2,143000.0
1,143000.0
1,143000.0
1,143000.0
2,143000.0
2,143000.0
1,143000.0
2,143000.0
1,143000.0
2,143000.0
2,142953.0
2,142600.0
2,142500.0
2,142500.0
2,142500.0
1,142125.0
1,142000.0
1,142000.0
2,142000.0
2,142000.0
2,141500.0
1,141000.0
0,141000.0
1,141000.0
2,141000.0
1,141000.0
1,141000.0
2,141000.0
0,141000.0
1,140200.0
3,140000.0
2,140000.0
2,140000.0
2,140000.0
1,140000.0
2,140000.0
2,140000.0
2,140000.0
1,140000.0
2,140000.0
2,140000.0
1,140000.0
2,140000.0
1,140000.0
1,140000.0
2,140000.0
2,140000.0
2,140000.0
1,140000.0
1,140000.0
2,139950.0
1,139900.0
2,139600.0
1,139500.0
1,139400.0
1,139400.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
1,139000.0
2,139000.0
2,139000.0
2,139000.0
0,139000.0
1,138887.0
1,138800.0
1,138500.0
1,138500.0
2,138000.0
2,138000.0
1,138000.0
2,137900.0
2,137500.0
2,137500.0
1,137500.0
2,137500.0
2,137500.0
1,137500.0
1,137450.0
1,137000.0
2,137000.0
1,137000.0
1,137000.0
2,137000.0
2,136905.0
1,136900.0
0,136500.0
1,136500.0
1,136500.0
2,136500.0
2,136500.0
1,136000.0
1,136000.0
0,136000.0
2,135960.0
0,135900.0
1,135750.0
1,135500.0
1,135500.0
1,135000.0
1,135000.0
2,135000.0
2,135000.0
1,135000.0
1,135000.0
2,135000.0
1,135000.0
1,135000.0
1,135000.0
0,135000.0
1,135000.0
2,135000.0
1,135000.0
1,135000.0
2,135000.0
2,135000.0
2,134900.0
2,134900.0
2,134800.0
1,134500.0
1,134500.0
1,134450.0
2,134432.0
2,134000.0
2,134000.0
1,134000.0
2,133900.0
1,133900.0
1,133700.0
1,133500.0
1,133000.0
1,133000.0
1,133000.0
1,133000.0
1,133000.0
2,133000.0
2,132500.0
1,132500.0
1,132500.0
2,132500.0
1,132500.0
2,132500.0
2,132250.0
2,132000.0
1,132000.0
1,132000.0
1,132000.0
2,132000.0
2,132000.0
1,131500.0
2,131500.0
2,131500.0
1,131400.0
1,131000.0
2,131000.0
2,131000.0
2,130500.0
1,130500.0
1,130500.0
1,130250.0
2,130000.0
2,130000.0
2,130000.0
2,130000.0
1,130000.0
1,130000.0
1,130000.0
2,130000.0
0,130000.0
1,130000.0
2,130000.0
2,129900.0
2,129900.0
2,129900.0
1,129900.0
1,129500.0
2,129500.0
2,129500.0
2,129500.0
1,129000.0
2,129000.0
2,129000.0
2,129000.0
2,129000.0
1,129000.0
2,129000.0
1,129000.0
0,128950.0
1,128900.0
2,128500.0
2,128500.0
1,128500.0
1,128500.0
1,128200.0
2,128000.0
2,128000.0
1,128000.0
0,128000.0
2,128000.0
1,128000.0
1,128000.0
0,127500.0
2,127500.0
1,127500.0
0,127500.0
1,127500.0
2,127500.0
1,127000.0
1,127000.0
2,127000.0
1,127000.0
1,127000.0
1,127000.0
0,127000.0
1,127000.0
1,127000.0
2,126500.0
1,126175.0
1,126000.0
2,126000.0
1,126000.0
1,125500.0
1,125500.0
1,125500.0
2,125500.0
2,125000.0
1,125000.0
1,125000.0
1,125000.0
1,125000.0
2,125000.0
1,125000.0
1,125000.0
1,125000.0
2,125000.0
1,124900.0
2,124900.0
1,124500.0
2,124500.0
1,124500.0
2,124500.0
0,124000.0
1,124000.0
2,124000.0
1,124000.0
3,124000.0
1,124000.0
0,123600.0
1,123500.0
1,123000.0
2,123000.0
4,123000.0
1,123000.0
2,122900.0
2,122500.0
2,122500.0
2,122000.0
1,122000.0
1,122000.0
0,122000.0
1,121600.0
2,121500.0
1,121000.0
1,120500.0
2,120500.0
1,120500.0
2,120500.0
1,120000.0
1,120000.0
1,120000.0
1,120000.0
1,120000.0
2,120000.0
1,120000.0
2,119900.0
1,119900.0
1,119750.0
1,119500.0
1,119500.0
1,119500.0
1,119500.0
1,119200.0
1,119000.0
1,119000.0
1,119000.0
1,119000.0
1,119000.0
1,119000.0
1,119000.0
2,118964.0
2,118858.0
1,118500.0
0,118500.0
1,118500.0
1,118500.0
1,118400.0
1,118000.0
1,118000.0
0,118000.0
1,118000.0
1,118000.0
0,118000.0
1,117500.0
1,117500.0
1,117000.0
1,117000.0
1,117000.0
2,117000.0
1,116900.0
0,116500.0
1,116050.0
2,116000.0
1,116000.0
2,116000.0
1,115000.0
0,115000.0
0,115000.0
1,115000.0
1,115000.0
2,115000.0
1,115000.0
2,115000.0
2,115000.0
1,115000.0
1,115000.0
2,115000.0
1,114504.0
2,114500.0
1,114500.0
0,113000.0
1,113000.0
2,113000.0
1,113000.0
1,113000.0
1,113000.0
1,112500.0
2,112500.0
1,112000.0
1,112000.0
1,112000.0
2,112000.0
2,112000.0
0,112000.0
1,112000.0
2,111250.0
1,111000.0
0,110500.0
2,110500.0
2,110000.0
2,110000.0
1,110000.0
2,110000.0
1,110000.0
1,110000.0
1,110000.0
2,110000.0
3,110000.0
1,110000.0
1,110000.0
2,110000.0
1,110000.0
2,109900.0
1,109900.0
2,109900.0
2,109500.0
1,109500.0
0,109500.0
1,109500.0
1,109008.0
1,109000.0
1,109000.0
2,108959.0
1,108500.0
1,108480.0
1,108000.0
2,108000.0
1,108000.0
0,108000.0
1,108000.0
1,108000.0
1,107900.0
1,107500.0
0,107500.0
1,107500.0
1,107400.0
1,107000.0
2,107000.0
1,107000.0
1,106500.0
1,106500.0
0,106250.0
1,106000.0
2,106000.0
2,106000.0
2,105900.0
2,105500.0
1,105000.0
1,105000.0
1,105000.0
1,105000.0
3,105000.0
1,104900.0
1,104900.0
0,104000.0
1,103600.0
0,103200.0
2,103000.0
1,102776.0
2,102000.0
0,102000.0
1,102000.0
2,101800.0
1,101000.0
1,100000.0
1,100000.0
2,100000.0
0,100000.0
2,100000.0
1,100000.0
1,100000.0
0,100000.0
1,100000.0
0,99900.0
1,99500.0
2,98600.0
2,98300.0
0,98000.0
3,98000.0
1,98000.0
1,97500.0
2,97000.0
1,97000.0
0,97000.0
1,96500.0
0,96500.0
1,95000.0
2,95000.0
1,94750.0
1,94500.0
0,94000.0
2,93500.0
0,93500.0
1,93000.0
2,93000.0
0,93000.0
2,92900.0
0,92000.0
1,91500.0
0,91500.0
1,91300.0
1,91000.0
1,91000.0
1,91000.0
1,90350.0
2,90000.0
2,90000.0
2,90000.0
1,89500.0
0,89500.0
2,89471.0
1,89000.0
0,88000.0
1,88000.0
1,88000.0
1,88000.0
2,87500.0
0,87000.0
2,87000.0
3,87000.0
1,87000.0
1,86000.0
0,86000.0
1,86000.0
0,85500.0
1,85400.0
0,85000.0
1,85000.0
0,85000.0
1,85000.0
1,84900.0
0,84500.0
0,84500.0
0,84500.0
1,84000.0
1,83500.0
1,83000.0
1,83000.0
2,82500.0
2,82500.0
0,82500.0
0,82000.0
1,82000.0
2,82000.0
0,81000.0
0,81000.0
3,81000.0
0,80500.0
1,80000.0
1,80000.0
0,80000.0
1,80000.0
0,79900.0
2,79900.0
1,79500.0
0,79000.0
1,79000.0
0,79000.0
1,78000.0
0,76500.0
2,76000.0
0,75500.0
1,75000.0
2,73000.0
1,72500.0
1,68500.0
2,68400.0
1,67000.0
0,67000.0
1,66500.0
1,64500.0
1,62383.0
0,61000.0
1,60000.0
0,60000.0
1,60000.0
1,58500.0
2,55993.0
0,55000.0
0,55000.0
0,52500.0
0,52000.0
1,40000.0
0,39300.0
0,37900.0
1,35311.0
0,34900.0
